id,name,team,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37,GW 38
690,Baleba,Brighton,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
700,Ansu Fati,Brighton,0.0,0.0,0.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,6.4,6.4,6.4,6.4,4.800000190734863,4.900000095367432,5.099999904632568,4.900000095367432,5.0
741,O’Mahony,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.400000095367432,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432
742,Baker-Boaitey,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.5,4.5,4.5
746,Jackson,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.0,4.099999904632568,4.099999904632568
747,Duffus,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
753,Kavanagh,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.300000190734863,4.300000190734863,4.099999904632568,4.099999904632568,4.099999904632568
755,Barrington,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
786,Peupion,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
816,Barco,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
843,Chouchane,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
845,Offiah,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316
156,Agyei,Burnley,4.5,0.0,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,5.300000190734863,5.300000190734863,5.300000190734863,5.300000190734863,5.300000190734863
157,Al-Dakhil,Burnley,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.599999904632568
159,Benson,Burnley,5.5,0.0,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
160,Beyer,Burnley,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
161,Brownhill,Burnley,5.0,0.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.699999809265137,4.900000095367432,5.0,4.900000095367432,4.900000095367432
163,Cork,Burnley,5.0,0.0,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.599999904632568,4.599999904632568,4.599999904632568,4.5,4.599999904632568
165,Cullen,Burnley,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.800000190734863,4.800000190734863,5.0,4.900000095367432,5.099999904632568
167,Ekdal,Burnley,4.0,0.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
168,Foster,Burnley,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,5.599999904632568,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137
170,Gudmundsson,Burnley,5.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
172,Muric,Burnley,4.5,0.0,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
173,O'Shea,Burnley,4.5,0.0,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.5
174,Obafemi,Burnley,5.0,0.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
177,Rodriguez,Burnley,5.5,0.0,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.400000095367432,5.400000095367432,5.300000190734863,5.400000095367432,5.400000095367432
178,Taylor,Burnley,4.0,0.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
181,Vigouroux,Burnley,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.0,3.9000000953674316,4.0,4.0
182,Vitinho,Burnley,4.5,0.0,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.199999809265137,4.199999809265137,4.300000190734863,4.199999809265137,4.300000190734863
200,D.D.Fofana,Burnley,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.400000095367432,5.599999904632568,5.5,5.5,5.5
475,Berge,Burnley,5.0,0.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.900000095367432,4.900000095367432,4.900000095367432,4.800000190734863,4.900000095367432
594,Amdouni,Burnley,5.5,0.0,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432
596,Trafford,Burnley,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716
600,Redmond,Burnley,5.0,0.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
605,Koleosho,Burnley,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
608,Bruun Larsen,Burnley,5.0,0.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.800000190734863,4.800000190734863,4.699999809265137,4.699999809265137,4.800000190734863
660,Odobert,Burnley,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.900000095367432,5.0,5.0,5.0,5.0
674,Delcroix,Burnley,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
675,A.Ramsey,Burnley,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
694,Massengo,Burnley,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.5,4.5,4.5,4.5,4.5
706,M.Trésor,Burnley,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.699999809265137,4.699999809265137,4.699999809265137,4.599999904632568,4.699999809265137
805,Assignon,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
806,Estève,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
126,Caicedo,Chelsea,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,4.5,4.699999809265137,4.699999809265137,4.599999904632568,4.699999809265137,4.699999809265137,4.699999809265137
145,Sanchez,Chelsea,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.6,4.6,4.6,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
188,Aubameyang,Chelsea,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.0,6.5,6.5,0.0,6.5,6.5,6.5,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432
191,B.Badiashile,Chelsea,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,0.0,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
192,Bettinelli,Chelsea,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
194,Chalobah,Chelsea,4.5,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,0.0,4.3,4.3,4.3,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
195,Chilwell,Chelsea,5.5,5.6,5.7,5.8,5.8,5.7,5.6,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,0.0,5.4,5.4,5.4,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
196,Chukwuemeka,Chelsea,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,0.0,4.2,4.2,4.2,4.900000095367432,4.900000095367432,4.800000190734863,4.900000095367432,4.900000095367432,4.800000190734863
197,Colwill,Chelsea,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,0.0,4.6,4.6,4.6,5.0,5.0,5.0,5.0,5.0,5.0
198,Cucurella,Chelsea,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,0.0,4.8,4.8,4.8,5.099999904632568,4.699999809265137,4.599999904632568,4.699999809265137,4.599999904632568,4.699999809265137
199,Enzo,Chelsea,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,0.0,4.8,4.8,4.8,5.199999809265137,5.099999904632568,5.199999809265137,5.099999904632568,5.199999809265137,5.099999904632568
201,W.Fofana,Chelsea,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,0.0,4.4,4.4,4.4,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
202,Gallagher,Chelsea,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,0.0,5.4,5.4,5.4,5.300000190734863,5.5,5.300000190734863,5.5,5.599999904632568,5.699999809265137
203,Gusto,Chelsea,4.0,4.0,4.0,4.1,4.2,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,0.0,4.2,4.3,4.3,4.5,4.900000095367432,4.900000095367432,4.900000095367432,5.099999904632568,5.099999904632568
206,James,Chelsea,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,0.0,5.3,5.3,5.3,4.900000095367432,5.0,4.900000095367432,5.0,5.0,5.0
208,Madueke,Chelsea,5.5,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,0.0,5.3,5.3,5.3,4.900000095367432,4.900000095367432,5.0,5.0,4.900000095367432,4.900000095367432
210,Mudryk,Chelsea,6.5,6.5,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.0,6.3,6.3,0.0,6.3,6.3,6.3,5.400000095367432,5.300000190734863,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432
211,N.Jackson,Chelsea,7.0,7.0,7.1,7.1,7.1,7.0,6.9,6.9,6.9,6.9,6.8,6.8,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8,6.8,6.8,6.8,0.0,6.8,6.8,0.0,6.8,6.8,6.8,6.099999904632568,5.900000095367432,6.199999809265137,6.199999809265137,6.599999904632568,6.400000095367432
212,Nkunku,Chelsea,7.5,7.4,7.4,7.4,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.4,7.4,7.4,7.4,7.4,7.4,7.3,0.0,7.2,7.2,0.0,7.2,7.2,7.2,5.900000095367432,5.900000095367432,5.800000190734863,5.900000095367432,5.900000095367432,5.900000095367432
214,M.Sarr,Chelsea,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,0.0,4.3,4.3,4.3,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
216,Sterling,Chelsea,7.0,7.0,7.0,7.2,7.2,7.2,7.1,7.0,7.0,7.0,6.9,6.9,6.9,7.0,7.0,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.0,6.9,0.0,6.9,6.9,0.0,6.9,6.9,6.9,5.300000190734863,5.300000190734863,5.5,5.300000190734863,5.300000190734863,5.300000190734863
217,T.Silva,Chelsea,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,4.699999809265137,4.900000095367432,5.0,4.900000095367432,4.900000095367432,4.900000095367432
362,Palmer,Chelsea,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.1,5.2,5.3,5.3,5.4,5.5,5.6,5.6,5.6,5.7,5.8,5.8,5.9,5.8,0.0,5.7,5.7,0.0,5.8,5.9,6.0,7.0,5.400000095367432,6.5,6.400000095367432,6.5,6.599999904632568
611,Disasi,Chelsea,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,0.0,4.9,4.9,4.9,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.599999904632568,4.400000095367432
613,Ugochukwu,Chelsea,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,0.0,4.4,4.4,4.4,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
667,Lavia,Chelsea,0.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,0.0,4.9,4.9,4.9,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
677,Deivid,Chelsea,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,4.5,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568
681,Diego Moreira,Chelsea,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,4.5,4.699999809265137,4.699999809265137,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
687,Petrović,Chelsea,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.6,4.6,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432
716,Gilchrist,Chelsea,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
717,Stutter,Chelsea,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,4.5,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137
